1			95                  1                   246.00              213.00              33.00               15                  2.00                4.80                72.00               12                  
2			95                  1                   223.00              206.00              17.00               10                  1.70                6.30                63.00               12                  
3			95                  1                   213.00              195.00              18.00               8                   1.00                7.00                56.00               12                  
4			95                  1                   219.00              203.00              16.00               8                   1.00                7.50                60.00               12                  
5			95                  1                   228.00              214.00              14.00               5                   0.60                13.00               65.00               12                  
6			95                  1                   208.00              199.00              9.00                7                   1.43                7.86                55.00               12                  
7			95                  1                   272.00              242.00              30.00               11                  1.36                7.27                80.00               12                  
8			95                  1                   313.00              299.00              14.00               9                   2.33                9.44                85.00               12                  
9			95                  1                   357.00              299.00              58.00               21                  3.29                5.14                108.00              12                  
10			95                  1                   295.00              263.00              32.00               11                  1.36                7.55                83.00               12                  
11			95                  1                   288.00              248.00              40.00               11                  1.36                6.91                76.00               12                  
12			95                  1                   307.00              287.00              20.00               10                  1.70                6.40                64.00               12                  
13			95                  1                   287.00              277.00              10.00               6                   1.00                10.00               60.00               12                  
14			95                  1                   248.00              212.00              36.00               16                  2.31                4.25                68.00               12                  
15			95                  1                   232.00              221.00              11.00               12                  3.75                5.33                64.00               12                  
16			95                  1                   222.00              198.00              24.00               11                  1.36                5.36                59.00               12                  
17			95                  1                   200.00              190.00              10.00               5                   0.60                10.40               52.00               12                  
18			95                  1                   225.00              202.00              23.00               12                  1.67                5.00                60.00               12                  
19			95                  1                   232.00              216.00              16.00               14                  3.36                4.64                65.00               12                  
20			95                  1                   237.00              218.00              19.00               10                  1.70                6.30                63.00               12                  
21			95                  1                   201.00              190.00              11.00               5                   0.60                10.20               51.00               12                  
22			95                  1                   218.00              201.00              17.00               8                   1.00                7.13                57.00               12                  
23			95                  1                   200.00              189.00              11.00               5                   0.60                10.20               51.00               12                  
24			95                  1                   240.00              208.00              32.00               15                  2.00                4.33                65.00               12                  
25			95                  1                   245.00              225.00              20.00               15                  3.80                4.73                71.00               12                  
26			95                  1                   219.00              201.00              18.00               9                   1.33                6.44                58.00               12                  
27			95                  1                   221.00              202.00              19.00               9                   1.33                6.67                60.00               12                  
28			95                  1                   328.00              250.00              78.00               21                  3.29                4.90                103.00              12                  
29			95                  1                   243.00              210.00              33.00               14                  1.71                5.00                70.00               12                  
30			95                  1                   249.00              215.00              34.00               16                  2.31                4.19                67.00               12                  
31			95                  1                   209.00              197.00              12.00               5                   0.60                11.00               55.00               12                  
32			95                  1                   216.00              200.00              16.00               8                   1.00                7.13                57.00               12                  
33			95                  1                   236.00              211.00              25.00               11                  1.36                6.00                66.00               12                  
34			95                  1                   241.00              211.00              30.00               14                  1.71                5.00                70.00               12                  
35			95                  1                   275.00              235.00              40.00               16                  2.31                4.56                73.00               12                  
